ID,Pension personal,Pension corporativa,Fondo inversión,Fondo inversión (extra),Acciones,Activos renta fija,Criptomonedas,Criptomonedas (extra),Hipoteca_actual,Hipoteca_adquirida_2y,Prestamo_personal_actual,Prestamo_personal_adquirido_2y,Tarjeta_credito_adquirida_2y,Descubierto_autorizado,Tarjeta_credito_para_efectivo,Hipoteca_flexible,Prestamo_contra_fondo_pension,Microcredito,Payday_loan,Empeño_en_casa_de_empeño,Ayuda_familia_comunidad,Prestamo_familia_comunidad
3267,1,1,0,0,0,1,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3268,0,0,0,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3269,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3270,1,0,0,0,0,-98,0,0,1,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3271,0,0,0,0,0,0,1,1,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3272,0,1,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3273,-98,0,0,0,-98,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3274,-98,-98,-98,-98,0,-98,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3275,1,1,0,0,0,1,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3276,0,0,-98,-98,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3277,0,0,0,0,0,0,0,0,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3278,1,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3279,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3281,-98,-98,-98,-98,-98,-98,-98,-98,0,0,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3282,1,0,1,1,0,0,0,0,0,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3283,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3284,0,0,0,0,0,0,-98,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3285,0,1,0,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3286,0,0,0,0,0,0,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3287,0,0,0,0,0,-98,-98,-98,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3288,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3289,0,0,0,0,-98,0,0,0,0,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3290,0,-98,0,0,-98,-98,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3291,1,0,0,0,0,1,1,1,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3292,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3293,0,0,0,0,0,1,0,0,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3294,-98,0,-98,-98,-98,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
3295,-98,-98,-98,-98,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3296,0,0,0,0,0,0,0,0,0,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3297,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3298,-98,-98,0,0,-98,1,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
3299,0,0,0,0,0,1,0,0,0,0,1,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
3300,0,0,0,0,0,-98,-98,-98,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3301,1,1,1,1,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3302,-98,-98,0,0,-98,1,0,0,1,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3303,0,1,0,0,0,-97,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3304,1,0,1,0,0,1,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3305,1,1,1,0,0,1,0,0,0,0,0,1,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
3306,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3307,0,0,0,1,-98,0,0,1,0,0,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3308,1,0,1,0,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3309,0,0,0,0,-98,-98,-98,-98,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3310,-98,0,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3311,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3312,-98,-98,-98,-98,-98,-98,-98,-98,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3313,0,-98,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3314,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3315,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3316,-98,0,0,0,0,-98,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3317,1,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3318,0,0,0,0,0,1,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
3319,0,0,0,0,0,0,0,0,1,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3320,0,0,0,0,0,-98,1,1,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3321,0,0,0,0,0,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3322,0,0,0,0,0,0,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3323,0,0,0,0,-98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3324,1,1,0,0,0,0,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3325,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3326,1,1,1,1,1,-98,0,0,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3327,1,0,0,0,0,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3328,0,0,0,0,0,0,0,0,1,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3329,-98,-98,0,0,-98,-98,-98,-98,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3331,0,0,0,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3332,-98,0,0,0,0,0,0,0,-98,-98,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3333,-98,-98,0,0,-98,-98,-98,-98,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3334,1,1,1,1,1,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3335,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3336,1,1,0,0,0,0,0,0,1,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3337,1,1,1,0,0,1,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3338,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3339,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3340,0,0,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3341,0,0,1,0,0,1,-98,-98,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3342,1,1,1,0,0,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
3343,0,-98,0,0,1,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3344,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3345,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3346,0,-98,-98,-98,0,-98,-98,-98,0,0,-98,-98,0,0,0,0,0,0,0,0,1,0
3347,1,0,0,0,0,-98,-98,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3348,0,0,0,0,-98,-98,0,0,0,0,-98,-98,0,0,0,0,0,0,0,0,0,0
3349,1,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3350,0,0,0,0,0,1,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
3351,-98,0,0,0,0,-98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3352,0,0,0,0,0,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3353,-98,-98,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3354,1,0,0,0,0,-98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3355,1,0,1,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3356,0,1,0,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3357,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3358,1,1,0,0,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3359,0,0,0,0,0,0,0,0,1,0,1,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
3360,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3361,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3362,0,1,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3363,1,1,1,1,0,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3364,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3365,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3366,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3367,0,-98,-98,-98,-98,0,-98,-98,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3368,-98,0,0,0,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3369,0,0,0,0,0,0,0,0,0,0,-98,-98,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
3370,-98,-98,-98,-98,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3371,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3372,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3373,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
3374,1,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3375,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3376,0,0,0,0,-98,-98,0,0,0,0,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3377,1,0,1,1,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3378,1,0,0,0,0,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3379,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3380,0,0,0,0,0,-98,-98,-98,0,0,1,1,0,0,0,0,0,1,0,0,1,0
3381,0,1,0,0,0,1,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3382,0,0,0,0,-98,-98,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3383,0,0,0,0,0,-98,0,0,1,0,1,1,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
3384,0,0,0,0,0,0,0,0,1,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3385,1,1,1,1,-98,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3386,0,1,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3387,1,0,0,0,0,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3388,-98,-98,-98,-98,-98,-98,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3389,0,1,1,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3390,0,0,0,0,-98,-98,0,0,1,1,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
3391,0,-98,-98,-98,-98,-98,-98,-98,0,0,0,0,-98,0,0,0,0,0,0,0,1,0
3392,-98,0,0,0,-98,0,-98,-98,1,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3393,0,0,0,0,0,-98,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3394,1,0,0,0,0,1,0,0,1,0,0,1,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
3395,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3396,0,1,1,0,0,-98,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3397,1,0,0,0,0,1,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3398,0,-98,0,0,-98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3399,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3400,0,0,0,0,-98,-98,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3401,0,0,-98,-98,-98,-98,-98,-98,0,0,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3402,1,0,0,0,0,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
3403,0,0,0,1,0,0,0,1,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3404,-98,0,0,0,0,-98,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3405,-98,-98,0,0,0,-98,-98,-98,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3406,0,0,0,0,0,-98,-98,-98,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3407,0,0,0,0,-98,-98,-98,-98,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3408,0,0,1,0,-98,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3409,1,1,0,0,0,0,0,0,1,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3410,0,0,0,0,-98,-98,1,0,1,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3411,0,0,1,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3412,-98,0,0,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3413,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3414,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3415,0,0,0,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3416,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
3417,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3418,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3419,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3420,0,0,0,0,0,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3421,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3422,1,0,1,1,0,1,0,0,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3423,0,0,0,0,0,-98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3424,0,0,0,0,-98,-98,-98,-98,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3425,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3426,0,0,0,0,-98,-98,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3427,0,0,0,0,0,-98,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0
3428,0,1,0,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3429,0,0,1,0,0,-98,0,0,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3430,0,-98,0,0,-98,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3431,-98,0,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3432,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3433,-98,-98,0,0,-98,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3434,0,0,0,0,0,0,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3435,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3436,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
3437,1,0,1,0,0,0,0,0,1,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3438,1,1,1,1,0,-98,-98,-98,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3439,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3440,0,0,0,0,-98,0,-98,-98,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3441,0,0,0,0,0,0,0,0,1,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3442,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3443,0,0,0,0,0,0,-98,-98,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3444,0,0,0,0,0,-98,-98,-98,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3445,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3446,1,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3447,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3448,1,1,1,0,0,-98,0,0,1,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3449,0,-98,0,0,0,-98,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
3450,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3451,0,0,0,0,0,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3452,1,1,1,0,0,1,0,0,1,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3453,0,0,1,1,0,0,0,0,0,0,1,1,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
3454,0,1,0,0,0,-98,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3455,0,0,0,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3456,0,1,-98,-98,0,-98,-98,-98,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
3457,0,0,1,0,-98,0,0,0,1,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3458,0,0,0,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3459,1,0,0,0,-98,0,0,0,1,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
3460,0,1,1,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3461,0,0,1,1,0,1,0,0,1,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3462,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3463,0,0,0,0,0,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3464,0,0,0,0,-98,-98,0,0,1,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3465,1,0,0,0,0,-98,0,0,1,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3466,0,0,1,1,0,1,0,0,1,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3467,0,1,0,0,1,1,0,0,1,1,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
3468,-98,-98,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3469,0,0,0,0,0,-98,-98,-98,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3470,0,0,0,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3471,0,0,0,0,0,-98,0,0,0,0,0,0,-97,-98,-98,-98,-98,-98,-98,-98,-98,-98
3472,0,1,0,0,1,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3473,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3474,0,0,0,0,0,0,0,0,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3475,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3476,0,0,0,0,0,1,0,0,1,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
3477,1,0,1,0,0,-98,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
3478,0,0,0,0,0,0,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3479,0,0,0,0,0,-98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3480,1,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3481,0,0,0,0,0,-98,0,0,1,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3482,-98,-98,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3483,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3484,0,0,0,0,0,-98,-98,-98,1,0,0,0,0,0,0,0,0,0,0,1,1,0
3485,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0
3486,-98,-98,0,0,0,-98,0,0,0,0,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3487,1,0,0,0,-98,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3488,0,1,1,1,0,0,1,1,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3489,0,0,0,0,-98,0,0,0,0,0,1,1,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
3490,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3491,1,0,0,0,-98,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
3492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3493,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
3494,0,0,0,0,0,0,0,0,1,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3495,1,0,0,0,0,0,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3496,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
3497,0,0,0,0,0,0,-98,-98,0,0,1,1,0,0,0,0,0,1,0,0,1,0
3498,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3499,0,0,0,0,-98,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
3500,1,0,0,0,0,0,-98,-98,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3501,0,0,0,0,-98,-98,0,0,0,0,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3502,0,-98,0,0,-98,-98,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,0
3503,0,0,0,0,-98,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
3504,0,0,0,0,-98,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3505,0,0,0,0,-98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3506,-98,1,0,0,-98,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
3507,1,0,0,0,0,1,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3508,1,0,1,0,0,-98,0,0,1,1,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3509,1,1,1,0,1,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3510,1,1,1,1,0,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3511,1,1,1,1,0,0,0,0,1,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
3512,0,0,0,0,0,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
3513,0,0,0,0,0,-98,0,0,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3514,-98,-98,-98,-98,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
3515,0,0,1,0,0,0,-98,-98,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
