ID,Pension personal,Pension corporativa,Fondo inversión,Fondo inversión (extra),Acciones,Activos renta fija,Criptomonedas,Criptomonedas (extra),Hipoteca_actual,Hipoteca_adquirida_2y,Prestamo_personal_actual,Prestamo_personal_adquirido_2y,Tarjeta_credito_adquirida_2y,Descubierto_autorizado,Tarjeta_credito_para_efectivo,Hipoteca_flexible,Prestamo_contra_fondo_pension,Microcredito,Payday_loan,Empeño_en_casa_de_empeño,Ayuda_familia_comunidad,Prestamo_familia_comunidad
2031,0,-98,0,0,-98,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2032,0,1,0,1,0,-98,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2033,0,0,1,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2034,-98,0,1,0,0,-98,0,0,0,0,1,0,-97,-98,-98,-98,-98,-98,-98,-98,-98,-98
2035,0,0,0,1,0,0,0,1,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2036,0,-98,0,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,0,0,0,0,0,0,1,1,1,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2038,0,0,0,0,0,-98,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2039,0,0,0,0,0,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2040,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2041,1,0,0,0,0,0,0,0,1,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2042,-98,0,0,0,0,-98,-98,-98,-98,-98,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2043,1,0,0,0,0,0,0,0,0,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2044,-98,0,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2045,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2046,-98,-98,0,0,-98,-98,0,0,0,0,-98,-98,0,0,0,0,0,0,0,0,0,0
2047,0,0,0,0,0,-98,0,0,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2048,-98,-98,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2049,-98,-98,-98,-98,-98,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2050,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2051,0,0,0,0,0,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2052,0,0,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2053,0,1,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2054,-98,-98,-98,-98,-98,-98,-98,-98,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2055,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
2056,1,0,0,0,0,0,0,0,1,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2057,1,1,1,0,0,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2058,0,0,1,1,-98,-98,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2059,0,0,0,0,-98,0,0,0,1,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
2060,1,1,1,1,-98,-98,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2061,-98,-98,-98,-98,-98,-98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2062,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,0,0,0,0,0,-98,0,0,1,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2064,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2065,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2066,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2067,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2068,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,0,0,0,0,0,-98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,0,0,0,0,-98,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2071,1,1,1,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2072,1,0,1,1,0,0,0,0,1,1,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
2073,1,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2074,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
2075,0,0,1,0,0,0,1,1,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2076,0,1,1,1,0,1,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2077,1,1,1,0,-98,-98,1,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
2078,-98,-98,-98,-98,-98,-98,-98,-98,-5,1,-98,-98,-98,0,0,0,0,0,0,0,0,0
2079,1,1,1,1,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2080,0,0,0,0,0,0,-98,-98,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
2081,0,-98,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2082,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2083,0,1,1,0,0,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
2084,1,1,1,0,0,1,0,0,1,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
2085,0,-98,-98,-98,-98,-98,-98,-98,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2086,1,0,0,0,0,1,0,0,1,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2087,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2088,0,0,0,0,0,-98,0,0,1,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
2089,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,0,0,1,0,0,1,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2091,0,0,0,0,-98,0,-98,-98,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2092,-98,-98,-98,-98,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2093,0,0,0,0,0,-98,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
2094,1,0,0,0,0,-98,0,0,1,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2095,0,1,0,0,1,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2096,0,0,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2097,-98,-98,-98,-98,-98,-98,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
2098,-98,-98,-98,-98,-98,-98,-98,-98,0,0,-98,-98,0,0,0,0,0,0,0,0,1,0
2099,0,1,0,0,0,-98,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2100,-98,0,0,0,0,-98,0,0,0,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2101,-98,-98,-98,-98,-98,0,-98,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,1,0,1,0,0,0,0,0,1,0,1,1,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
2103,0,0,0,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,1,0,0,0,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,1,0,0,0,0,-98,-98,-98,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2106,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107,1,0,1,1,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2108,1,0,0,0,0,-98,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2109,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2110,0,0,0,0,0,1,1,1,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
2111,0,0,0,0,0,0,-98,-98,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2112,0,0,0,0,0,0,0,1,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2113,-98,-98,0,0,-98,-98,0,0,0,0,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2114,1,0,0,0,0,-98,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2115,0,-98,-98,-98,-98,-98,-98,-98,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2116,0,0,0,0,0,0,0,0,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2117,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2118,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2119,0,0,0,0,0,-98,-98,-98,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2121,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2122,1,0,1,1,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2123,0,0,1,1,0,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2124,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2126,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2127,0,0,0,0,-98,1,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2128,0,0,0,0,0,1,-98,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2129,1,0,0,0,0,0,0,0,1,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
2130,0,0,0,0,0,0,0,0,1,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2131,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2132,1,0,1,0,0,1,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2133,0,0,-98,-98,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2134,0,0,0,0,0,-98,0,0,1,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2135,0,0,0,0,-98,-98,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2136,0,0,0,0,-98,-98,0,0,0,0,1,1,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
2137,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2138,0,0,0,0,0,1,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
2139,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2140,0,1,1,0,0,-98,0,0,-98,-98,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2141,-98,-98,-98,-98,-98,-98,-98,-98,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2142,0,0,0,0,-98,-98,-98,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143,0,0,0,0,-98,-98,0,0,0,0,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2144,0,1,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2145,0,0,0,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2146,1,1,1,1,0,0,-98,-98,1,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2147,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2148,0,0,0,0,0,0,1,1,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
2149,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2150,-98,-98,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,0,0,0,0,0,0,0,0,0,0
2151,-98,-98,-98,-98,0,0,-98,-98,-98,-98,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2152,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
2153,0,0,0,0,0,-98,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
2154,1,0,0,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2155,0,-98,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
2156,0,0,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2157,0,0,0,0,0,0,0,1,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
2158,-98,-98,-98,-98,-98,-98,0,0,0,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2159,1,0,1,0,-98,1,-98,-98,1,0,1,0,0,0,0,1,0,0,0,0,1,0
2160,0,-98,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2161,0,1,0,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2162,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2163,1,0,0,0,0,0,0,0,1,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2164,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2165,0,0,0,0,-98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2166,0,0,0,0,-98,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
2167,0,0,0,0,0,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2168,0,1,1,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2169,0,1,0,0,0,1,0,1,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2170,0,0,0,0,-98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2171,0,1,0,0,-98,-98,1,1,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2172,1,0,0,0,0,0,0,0,1,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2173,1,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2174,-98,-98,-98,-98,-98,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2175,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2176,1,1,0,0,0,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2177,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2178,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
2179,0,0,0,0,0,-98,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2180,1,1,-98,-98,-98,-98,-98,-98,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2181,0,0,0,0,0,-98,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
2182,0,-98,-98,-98,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2183,1,0,1,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2184,1,0,0,0,-98,0,-98,-98,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2185,1,0,0,0,0,1,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2186,0,0,0,0,0,1,0,0,0,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2187,0,0,0,0,-98,-98,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2188,0,1,1,0,0,1,-98,-98,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2189,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2190,0,0,0,0,-98,-98,-98,-98,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2191,0,1,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2192,0,0,0,0,0,-98,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2193,0,0,0,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2194,1,0,0,0,0,1,0,0,1,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2195,0,1,-98,-98,0,1,-98,-98,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2196,0,0,0,0,0,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
2197,1,0,0,0,0,-98,0,0,1,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2198,0,0,1,1,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2199,0,0,0,0,0,0,1,1,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2200,0,0,0,0,-98,-98,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0
2201,0,0,0,0,-98,-98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2202,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2203,0,0,1,0,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2204,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2205,1,-98,0,0,0,-98,-98,-98,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2206,0,1,0,0,1,-98,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2207,0,0,0,0,-98,-98,0,0,0,0,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2208,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2209,1,1,1,1,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2210,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2211,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2212,0,-98,0,0,0,0,-98,-98,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2213,0,-98,-98,-98,-98,0,-98,-98,1,1,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
2214,0,-98,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2215,1,-98,0,0,-98,-98,0,0,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2216,0,0,0,0,0,0,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2217,0,1,1,1,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2218,1,1,1,1,0,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
2219,1,-98,-5,-5,-98,0,-5,-5,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2220,0,0,0,0,-98,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
2221,0,0,0,0,-5,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2222,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2223,1,1,1,0,0,-98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2224,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2225,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2226,1,0,1,0,0,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2227,0,0,1,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2228,-98,-98,0,0,-98,0,0,0,-98,-98,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2229,0,0,0,0,0,-98,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2230,1,0,0,0,-98,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2231,1,0,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2232,1,0,0,0,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2233,1,0,0,0,0,1,0,0,1,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2234,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2235,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2236,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2237,-98,0,0,0,0,-98,1,1,1,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2238,-98,-98,-98,-98,-98,-98,-98,-98,0,0,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2239,-98,-98,-98,-98,-98,-98,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2240,0,0,0,0,0,-98,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
2241,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,0,0,0,0,0,0,0,0,0,0,0,0
2242,1,1,1,1,0,1,0,0,1,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2243,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2244,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2245,1,0,1,1,0,-98,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2246,0,0,0,0,0,-98,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2247,0,0,0,0,0,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2248,-98,-98,0,0,-98,-98,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2249,1,0,0,0,0,0,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2250,0,0,1,-5,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2251,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2253,1,0,0,0,0,1,0,0,1,1,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2254,0,0,0,0,0,-98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2255,1,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2256,-98,-98,-98,-98,-98,-98,-98,-98,0,0,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2257,0,0,0,1,0,0,1,1,0,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2258,1,0,0,0,0,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2259,1,0,1,0,0,1,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2260,0,0,0,0,0,0,0,0,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2261,0,0,0,0,0,0,-98,-98,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2262,1,0,0,0,0,1,1,1,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
2263,0,0,0,0,0,-98,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2264,0,0,0,0,-98,0,1,1,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2265,0,0,1,1,0,1,1,1,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2266,0,1,-98,-98,-98,1,-98,-98,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2267,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2268,1,0,0,0,0,-98,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2269,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
2270,0,0,1,1,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2271,0,-98,0,0,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,1,0,0,0,0,-98,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2273,0,1,0,0,-98,-98,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
2274,1,-98,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2275,0,0,0,0,0,0,0,0,0,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
2276,0,0,0,0,0,-98,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
2277,-98,-98,-98,-98,-98,-98,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
