cat_educacion,estado_laboral,familia,riq_inmob,ahorro,deuda,adq_ahorro2,adq_deuda2,adq_otro,ahorra_12m,consumo_ahorros,cred_inf,cred_form,cred_add,impago,ayudas,rechazo,semirechazo,nopiden,age,ID,year,inflacion_ok,interes_comp_ok,diversificacion_ok,weight,t_hipoteca,t_ppension_ind,t_ppension_emp,t_fondo_inv,t_acciones,t_prestamo,t_renta_fija,t_cuentas_depositos,adq_hipoteca,adq_ppension_ind,adq_ppension_emp,adq_fondo_inv,adq_acciones,adq_prest,adq_otros_act,adq_renta_fija,adq_cuentas_depositos,uso_cc,uso_ahorro_dep,venta_activos,prestamo_fam,prestamo_amig,tarjeta_cred,descubierto_auto,prest_garantia,linea_cred,prest_banc,prest_nobanc,otro_prest
Universidad,Asalariado,Otros adultos,Residencia principal y otras,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,49,3122,2022,1,1,1,4326.7578,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,33,3123,2022,1,1,-1,2980.0684,0,0,0,0,-98,0,1,0,0,0,0,0,-98,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Otros inactivos,Otros adultos,Solo residencia principal,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,21,3124,2022,0,1,1,1833.0826,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,1,0,0,0,0,0,0,0,0,0,0,0
Universidad,Otros inactivos,Vive con pareja,Solo residencia principal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3125,2021,1,1,1,678.79443,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3126,2022,0,1,1,1019.4681,1,0,0,0,-98,0,0,-98,0,0,0,0,-98,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,46,3127,2022,0,0,1,3620.8491,1,0,0,0,0,1,-98,0,0,0,0,0,0,1,0,-98,0,1,1,0,0,0,0,0,0,0,0,0,0
Educación Secundaria,Otros inactivos,Vive con pareja,Residencia principal y otras,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73,3128,2021,1,0,1,1358.9517,0,0,1,0,0,-98,-98,0,0,0,0,0,0,-98,1,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,44,3129,2021,0,1,-1,8407.1299,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive solo,Solo residencia principal,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,44,3130,2022,1,1,-1,8973.5479,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Universidad,Otros inactivos,Otros adultos,Residencia principal y otras,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,56,3131,2022,1,0,-1,6434.8828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Otros adultos,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,3132,2022,0,1,1,2161.4053,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Otros inactivos,Otros adultos,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,3133,2022,1,1,1,3356.1611,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,71,3134,2022,1,0,1,5395.0073,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive solo,Solo residencia principal,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,35,3135,2022,1,0,0,1949.361,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Otros adultos,Solo residencia principal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3136,2022,0,0,0,3094.7639,0,-98,-98,-98,-98,0,-98,-98,0,-98,-98,-98,-98,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47,3137,2022,1,0,-1,2942.3997,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,22,3138,2022,1,0,1,6507.2798,0,0,0,0,0,-98,-98,1,0,0,0,0,0,-98,0,-98,1,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Otros adultos,Residencia principal y otras,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,40,3139,2022,1,0,0,3550.4658,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49,3140,2021,1,0,1,5783.958,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,41,3141,2022,1,0,0,2261.2515,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,54,3142,2022,1,1,1,6348.5352,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,45,3143,2021,0,-1,0,2857.8989,0,0,0,1,-98,0,1,0,0,0,0,0,-98,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Autónomo,Vive con pareja,No posee residencia principal,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,48,3144,2022,1,1,1,2312.7793,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Educación Primaria,Asalariado,Vive solo,No posee residencia principal,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,55,3145,2022,1,1,1,1220.2644,0,1,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,0,1,0,0,0
Universidad,Asalariado,Vive solo,No posee residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41,3146,2022,1,1,1,958.40338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Desempleado,Vive con pareja,No posee residencia principal,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,24,3147,2022,0,1,1,5077.5068,0,0,0,0,-98,0,0,1,0,0,0,0,-98,1,1,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Jubilado,Vive con pareja,Solo residencia principal,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,74,3148,2021,1,0,1,4493.1807,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,34,3149,2022,1,0,1,435.32391,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3150,2022,-1,-1,-1,788.60193,0,0,0,0,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3151,2022,1,0,1,3188.71,0,0,0,0,-98,0,-98,0,0,0,0,0,-98,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,60,3152,2022,1,1,0,6088.959,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59,3153,2021,1,0,1,5207.1353,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Otros adultos,No posee residencia principal,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,26,3154,2022,1,0,1,1606.6959,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Universidad,Autónomo,Otros adultos,Residencia principal y otras,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,59,3155,2022,1,0,1,4859.063,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,50,3156,2022,0,0,1,3435.2261,0,0,0,0,0,1,-98,0,0,0,0,0,0,1,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Jubilado,Otros adultos,Residencia principal y otras,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,3157,2022,1,1,-1,1511.1854,0,0,0,1,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,36,3158,2022,1,1,1,4001.0364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,48,3159,2021,1,0,-1,4408.2017,0,0,0,0,0,1,-98,0,0,0,0,0,0,1,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,59,3160,2022,-1,-1,1,10735.241,0,-98,-98,-98,-98,0,-98,-98,0,-98,-98,-98,-98,0,0,-98,-98,1,0,0,0,0,0,0,0,0,0,0,0
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,48,3161,2022,1,0,0,2279.5269,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65,3162,2022,1,0,1,6189.1958,0,0,0,1,-98,0,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Universidad,Desempleado,Vive con pareja,No posee residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64,3163,2022,1,1,1,5146.0332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,3164,2022,1,1,1,6940.0415,0,0,0,0,-98,0,0,0,0,0,0,0,-98,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60,3166,2022,1,-1,1,8365.5732,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Otros adultos,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48,3167,2021,1,1,1,5336.2358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Desempleado,Otros adultos,Residencia principal y otras,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,23,3168,2022,1,1,1,4723.4727,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,31,3169,2022,0,0,0,1635.6436,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3170,2022,1,1,1,2253.3059,0,-98,0,0,-98,0,-98,0,0,-98,0,0,-98,-97,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Desempleado,Otros adultos,No posee residencia principal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3171,2022,0,0,1,8962.8213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,29,3172,2021,1,0,1,4151.9995,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,-5,1,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Jubilado,Vive solo,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75,3173,2022,0,0,0,2372.4133,0,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Otros inactivos,Vive con pareja,Solo residencia principal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,58,3174,2022,1,0,1,5615.0781,-98,-98,-98,-98,0,0,-98,0,-98,-98,-98,-98,0,0,0,-98,0,1,0,0,0,0,0,0,0,0,0,0,0
Educación Primaria,Otros inactivos,Vive con pareja,Solo residencia principal,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,57,3175,2022,1,0,0,990.02783,0,0,0,0,0,0,-98,0,0,0,0,1,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Autónomo,Vive con pareja,Residencia principal y otras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3176,2022,1,0,0,1175.5203,0,0,0,0,-98,0,-98,0,0,0,0,0,-98,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Otros adultos,Residencia principal y otras,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,22,3177,2022,1,0,1,1406.312,0,0,0,1,0,0,-98,0,0,0,0,1,0,0,1,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,64,3178,2021,1,1,1,1071.6315,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,39,3179,2021,1,1,1,2481.0408,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Otros adultos,Residencia principal y otras,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,24,3180,2021,1,0,0,1586.845,0,0,0,0,-98,0,0,0,0,0,0,0,-98,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Autónomo,Vive con pareja,No posee residencia principal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3181,2022,1,0,1,3154.4385,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,39,3182,2021,0,0,0,3014.8184,1,0,-98,0,-98,0,-98,-98,0,0,-98,0,-98,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Otros adultos,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,3183,2022,0,0,0,1359.8636,0,-98,-98,-98,-98,-98,-98,-98,0,-98,-98,-98,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Otros inactivos,Otros adultos,Residencia principal y otras,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53,3184,2022,0,0,1,7732.9604,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,56,3185,2021,1,1,1,3920.0161,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62,3186,2022,1,1,-1,1191.6793,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Otros adultos,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,3187,2021,1,0,1,4090.4744,0,0,0,0,-98,0,0,0,0,0,0,0,-98,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Otros adultos,Solo residencia principal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,3188,2022,1,-1,-1,1120.2523,0,-98,0,0,-98,0,-98,0,0,-98,0,0,-98,0,1,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,29,3189,2022,1,1,-1,3605.3088,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Educación Secundaria,Desempleado,Otros adultos,No posee residencia principal,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,61,3190,2021,1,0,1,6372.4639,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Educación Secundaria,Otros inactivos,Otros adultos,No posee residencia principal,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,21,3191,2021,0,0,0,1899.575,0,0,0,0,-98,0,0,0,0,0,0,0,-98,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Otros inactivos,Otros adultos,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,18,3192,2021,0,-1,0,6950.7466,0,0,0,0,-98,0,-98,0,0,0,0,0,-98,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,61,3193,2021,1,1,1,5784.2651,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Desempleado,Otros adultos,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,3194,2022,1,0,-1,4139.5879,0,0,0,0,-98,0,0,0,0,0,0,0,-98,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,3195,2022,0,-1,0,5538.6372,0,0,1,0,-98,0,-98,-98,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Otros adultos,Residencia principal y otras,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,24,3196,2022,-1,-1,1,2743.0776,0,0,0,0,-98,0,0,0,0,0,0,0,-98,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70,3197,2022,1,0,0,5782.7886,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,38,3198,2022,1,1,-1,2140.0098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3199,2022,1,1,1,3229.6951,0,0,0,0,-98,0,0,0,0,0,0,0,-98,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,58,3200,2022,1,1,1,3370.0347,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,42,3201,2021,0,1,-1,10308.308,0,0,-98,0,-98,-98,-98,-98,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,32,3202,2021,1,0,1,7660.3867,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Universidad,Otros inactivos,Otros adultos,Solo residencia principal,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,21,3203,2021,1,1,0,3930.4438,0,0,0,0,-98,0,-98,0,0,0,0,0,-98,0,0,-98,1,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,54,3204,2022,1,0,1,6377.9165,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Desempleado,Vive con pareja,No posee residencia principal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57,3205,2022,1,0,-1,1612.2133,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Vive solo,No posee residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31,3206,2021,1,0,0,6952.4365,-98,-98,-98,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive solo,Residencia principal y otras,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,51,3207,2022,1,1,1,1923.3191,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,35,3208,2022,1,1,0,6504.7988,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,3210,2022,1,1,-1,5611.9009,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70,3211,2022,1,0,1,2693.3064,0,0,1,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive solo,No posee residencia principal,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,30,3212,2022,1,1,1,1394.849,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,62,3213,2022,1,1,1,837.32159,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
