i0900_1;i0900_2;i0900_3;i0900_4;i0900_5;fi0900;i0700_1;i0700_2;i0700_3;i0700_4;i0700_5;fi0700;j0700_1;j0700_2;j0700_3;j0700_4;j0700_5;fj0700;j0500_1;j0500_2;j0500_3;j0500_4;j0500_5;fj0500;i0300_1;i0300_2;i0300_3;i0300_4;i0300_5;fi0300;j1300_1;j1300_2;j1300_3;j1300_4;j1300_5;fj1300;weight;ID
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;1;1;2;2;2;1;2446.7585;5625
27;27;27;27;27;0;280;280;280;280;280;0;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;4958.9829;5626
-98;-98;-98;-98;-98;-98;71.718552;63.059471;26.17104;92.500763;144.63969;1;200;200;200;200;200;0;217;217;217;217;217;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;2045.2977;5627
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;5000;5000;5000;5000;5000;0;600;600;600;600;600;0;800;800;800;800;800;0;4;4;4;4;4;0;5779.9355;5628
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3375.6589;5629
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3062.0962;5630
80;80;80;80;80;0;380;380;380;380;380;0;0;0;0;0;0;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;6133.7993;5631
80;85.281563;100;100;100;1;700;700;700;700;700;0;250;250;250;250;250;0;410;410;410;410;410;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;1605.4161;5632
100;100;100;100;100;0;606;606;606;606;606;0;4500;4500;4500;4500;4500;0;200;200;200;200;200;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;1372.6736;5633
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;1209.9672;5634
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1500;1500;1500;1500;1500;0;400;400;400;400;400;0;300;300;300;300;300;0;3;3;3;3;3;0;1936.4264;5635
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;5268.2021;5636
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;650;650;650;650;650;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;3458.218;5637
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;217;217;217;217;217;0;-98;-98;-98;-98;-98;-98;3;2;3;2;3;1;3824.7578;5638
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;12000;12000;12000;12000;12000;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2020.8804;5639
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;100;100;100;100;100;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;3486.1213;5640
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1500;1500;1500;1500;1500;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;6511.5063;5641
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;5202.8999;2319.7371;0;1694.2939;1;1000;1000;1000;1000;1000;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;4654.1348;5642
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1000;1000;1000;1000;1000;0;200;200;200;200;200;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;6223.0649;5643
100;100;100;100;100;0;318;318;318;318;318;0;1100;1100;1100;1100;1100;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;5517.3247;5644
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1000;1000;1000;1000;1000;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;2371.0996;5645
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;1200;1200;1200;1200;1200;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;513.65704;5646
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;80;80;80;80;80;0;868;868;868;868;868;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;4634.3354;5647
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3000;3000;3000;3000;3000;0;1085;1085;1085;1085;1085;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;1678.4155;5648
80;80;80;80;80;0;320;320;320;320;320;0;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;9611.334;5649
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1000;1000;1000;1000;1000;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;7536.1616;5650
50;50;50;50;50;0;312;312;312;312;312;0;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;3855.5894;5651
100;100;100;100;100;0;495;495;495;495;495;0;200;200;200;200;200;0;170;170;170;170;170;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;8549.8076;5652
80;80;80;80;80;0;64;64;64;64;64;0;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3451.9097;5653
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2220;2220;2220;2220;2220;0;250;250;250;250;250;0;985;985;985;985;985;0;3;3;3;3;3;0;6122.4868;5654
60;60;60;60;60;0;600;600;600;600;600;0;3000;3000;3000;3000;3000;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;10308.308;5655
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;200;200;200;200;200;0;250;250;250;250;250;0;400;400;400;400;400;0;3;3;3;3;3;0;3107.5037;5656
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;200;200;200;200;200;0;450;450;450;450;450;0;3;3;3;3;3;0;5765.9702;5657
60;60;60;60;60;0;960;960;960;960;960;0;1200;1200;1200;1200;1200;0;800;800;800;800;800;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3048.6851;5658
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;349.64182;312.3009;303.03131;320.13751;332.00339;1;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;1139.7612;5659
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1000;1000;1000;1000;1000;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3202.6125;5660
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;650;650;650;650;650;0;450;450;450;450;450;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;1693.8589;5661
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;6000;6000;6000;6000;6000;0;700;700;700;700;700;0;980;980;980;980;980;0;6;6;6;6;6;0;6726.3667;5662
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1000;1000;1000;1000;1000;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;9541.9131;5663
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;10032.951;5664
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;278.52811;252.9243;284.03149;237.7226;244.9082;1;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;3247.0959;5665
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;4739.2168;5666
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;11130.09;5667
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;10749.448;5668
100;100;100;100;100;0;400;400;400;400;400;0;3500;3500;3500;3500;3500;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;7403.0332;5669
100;80;80;80;80;1;424.81851;497.25439;703.46979;572.96021;243.534;1;5000;5000;5000;5000;5000;0;350;350;350;350;350;0;-98;-98;-98;-98;-98;-98;5;5;6;5;4;1;2200.5671;5670
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3000;3000;3000;3000;3000;0;500;500;500;500;500;0;500;500;500;500;500;0;3;3;3;3;3;0;8684.6689;5671
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;150;150;150;150;150;0;200;200;200;200;200;0;350;350;350;350;350;0;2;2;2;2;2;0;2328.45;5672
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;564.20001;564.20001;564.20001;564.20001;564.20001;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;5161.4038;5673
50;50;50;50;50;0;500;500;500;500;500;0;150;150;150;150;150;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3108.6929;5674
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;260.39999;260.39999;260.39999;260.39999;260.39999;0;-98;-98;-98;-98;-98;-98;2;1;4;2;1;1;1071.6315;5675
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;2;2;2;1;2;1;1517.5259;5676
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;700;700;700;700;700;0;450;450;450;450;450;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;1810.5457;5677
80;80;80;80;80;0;421;421;421;421;421;0;0;0;0;0;0;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;4861.7754;5678
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;150;150;150;150;150;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;10396.286;5679
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;6000;6000;6000;6000;6000;0;300;300;300;300;300;0;300;300;300;300;300;0;2;2;2;2;2;0;2273.7063;5680
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;40;40;40;40;40;0;150;150;150;150;150;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;9151.1309;5681
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;11412.888;5682
-98;-98;-98;-98;-98;-98;209.43649;158.0024;117.4535;492.13821;132.75729;1;0;0;0;0;0;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;4149.6943;5683
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;300;300;300;300;300;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;1681.2023;5684
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;347.20001;347.20001;347.20001;347.20001;347.20001;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;6032.8042;5685
80;80;80;80;80;0;220;220;220;220;220;0;1200;1200;1200;1200;1200;0;700;700;700;700;700;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;2602.7813;5686
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;250;250;250;250;250;0;300;300;300;300;300;0;1050;1050;1050;1050;1050;0;5;5;5;5;5;0;6103.4019;5687
70;70;70;70;70;0;270;270;270;270;270;0;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;6866.1719;5688
70;70;70;70;70;0;310;310;310;310;310;0;767.06018;754.63959;793.38843;764.25659;781.3205;1;577.53412;551.61963;599.88068;538.14081;507.0372;1;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3192.9832;5689
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;2853.9224;5690
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;5103.8926;5691
120;120;120;120;120;0;780;780;780;780;780;0;2200;2200;2200;2200;2200;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;5864.8086;5692
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2200;2200;2200;2200;2200;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;4408.793;5693
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;7000;7000;7000;7000;7000;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;2353.2505;5694
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1000;1000;1000;1000;1000;0;500;500;500;500;500;0;850;850;850;850;850;0;3;3;3;3;3;0;8994.8066;5695
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;0;0;0;0;0;0;-98;-98;-98;-98;-98;-98;1;2;1;1;2;1;5839.2803;5696
100;100;100;100;100;0;447;447;447;447;447;0;2000;2000;2000;2000;2000;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3008.97;5697
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;15358.692;5698
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;1000;1000;1000;1000;1000;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3390.2207;5699
-98;-98;-98;-98;-98;-98;333.64771;274.51791;101.4103;166.1644;83.716438;1;1700;1700;1700;1700;1700;0;651;651;651;651;651;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;2895.1494;5700
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1500;1500;1500;1500;1500;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3084.5369;5701
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;510.86551;681.41058;884.42548;536.66779;610.52869;1;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;867.33386;5702
-98;-98;-98;-98;-98;-98;580;580;580;580;580;0;32.005268;3188.885;1886.687;269.319;434.61249;1;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3426.3093;5703
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3000;3000;3000;3000;3000;0;250;250;250;250;250;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;652.36523;5704
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;262;262;262;262;262;0;4;4;4;4;4;0;5260.6162;5705
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;217;217;217;217;217;0;550;550;550;550;550;0;5;5;5;5;5;0;570.10315;5706
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2000;2000;2000;2000;2000;0;651;651;651;651;651;0;500;500;500;500;500;0;2;2;2;2;2;0;6458.6821;5707
80;80;80;80;80;0;800;800;800;800;800;0;10000;10000;10000;10000;10000;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;1386.5059;5708
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3500;3500;3500;3500;3500;0;800;800;800;800;800;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;3338.9229;5709
90;90;90;90;90;0;300;300;300;300;300;0;0;0;0;0;0;0;550;550;550;550;550;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;2567.6045;5710
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;100;100;100;100;100;0;400;400;400;400;400;0;480;480;480;480;480;0;5;5;5;5;5;0;1384.2408;5711
50;50;50;50;50;0;200;200;200;200;200;0;0;0;0;0;0;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;5378.9585;5712
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;200;200;200;200;200;0;651;651;651;651;651;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;518.33423;5713
100;100;100;100;100;0;700;700;700;700;700;0;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;10030.063;5714
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;100;100;100;100;100;0;100;100;100;100;100;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;4433.8335;5715
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;2119.9109;5716
80;80;80;80;80;0;650;650;650;650;650;0;3800;3800;3800;3800;3800;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;2400.3083;5717
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;250;250;250;250;250;0;300;300;300;300;300;0;1;1;1;1;1;0;1880.3541;5718
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;250;250;250;250;250;0;350;350;350;350;350;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;4876.8301;5719
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;7710.0659;5720
30;30;30;30;30;0;400;400;400;400;400;0;4000;4000;4000;4000;4000;0;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;3988.5188;5721
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2000;2000;2000;2000;2000;0;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;3107.5037;5722
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;651;651;651;651;651;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;3864.4211;5723
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;1;250;250;250;250;250;0;70;70;70;70;70;0;6;6;6;6;6;0;2872.7947;5724
60;60;60;60;60;0;260;260;260;260;260;0;1000;1000;1000;1000;1000;0;250;250;250;250;250;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;435.32391;5725
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;23.542549;98.65567;213.45351;129.5901;774.21112;1;374.3288;185.0442;179.0423;292.508;337.8074;1;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;6133.7993;5726
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;5000;5000;5000;5000;5000;0;270.85129;293.77649;366.90881;247.3056;379.5802;1;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;2694.9875;5727
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;1016.94;856.19672;1123.223;650.0141;828.66882;1;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;4660.4985;5728
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;6000;6000;6000;6000;6000;0;800;800;800;800;800;0;700;700;700;700;700;0;4;4;4;4;4;0;6822.6108;5729
90;90;90;90;90;0;319;319;319;319;319;0;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;5733.7017;5730
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;8689.1494;5731
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2000;2000;2000;2000;2000;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3756.2429;5732
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;150;150;150;150;150;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;3967.3027;5733
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;250;250;250;250;250;0;300;300;300;300;300;0;525;525;525;525;525;0;4;4;4;4;4;0;904.06152;5734
75;75;75;75;75;0;550;550;550;550;550;0;2000;2000;2000;2000;2000;0;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2497.8025;5735
100;100;100;100;100;0;550;550;550;550;550;0;1000;1000;1000;1000;1000;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;1090.6804;5736
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;651;651;651;651;651;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;5662.1753;5737
50;50;50;50;50;0;400;400;400;400;400;0;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;3435.7104;5738
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;600;600;600;600;600;0;840;840;840;840;840;0;5;5;5;5;5;0;2886.3164;5739
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;350;350;350;350;350;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;4502.7231;5740
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;8000;8000;8000;8000;8000;0;700;700;700;700;700;0;600;600;600;600;600;0;3;3;3;3;3;0;5443.0859;5741
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;250;250;250;250;250;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;13506.558;5742
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;500;500;500;500;500;0;330;330;330;330;330;0;480;480;480;480;480;0;3;3;3;3;3;0;12253.793;5743
100;100;100;100;100;0;260;260;260;260;260;0;300;300;300;300;300;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;7895.9609;5744
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;250;250;250;250;250;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;10205.893;5745
80;80;80;80;80;0;300;300;300;300;300;0;250;250;250;250;250;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;1175.5203;5746
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3500;3500;3500;3500;3500;0;1519;1519;1519;1519;1519;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;5328.8027;5747
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;200;200;200;200;200;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;775.40979;5748
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1600;1600;1600;1600;1600;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;6;4;4;6;4;1;2328.45;5749
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;150;150;150;150;150;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;3401.7681;5750
80;80;80;80;80;0;370;370;370;370;370;0;500;500;500;500;500;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;4985.2593;5751
80;80;80;80;80;0;500;500;500;500;500;0;1890;1890;1890;1890;1890;0;450;450;450;450;450;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;2333.8127;5752
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;506.0015;260.35019;361.43161;231.39619;555.72491;1;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;12522.085;5753
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;200;200;200;200;200;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;7649.2725;5754
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;651;651;651;651;651;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;4502.7231;5755
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;700;700;700;700;700;0;400;400;400;400;400;0;300;300;300;300;300;0;2;2;2;2;2;0;3788.4868;5756
40;40;40;40;40;0;430;430;430;430;430;0;3000;3000;3000;3000;3000;0;1500;1500;1500;1500;1500;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;1601.5096;5757
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;400;400;400;400;400;0;350;350;350;350;350;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;1531.0996;5758
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;1000;1000;1000;1000;1000;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;4076.2532;5759
70;70;70;70;70;0;250;250;250;250;250;0;500;500;500;500;500;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;2259.1333;5760
80;80;80;80;80;0;1300;1300;1300;1300;1300;0;0;0;0;0;0;0;260.39999;260.39999;260.39999;260.39999;260.39999;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;7759.979;5761
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3000;3000;3000;3000;3000;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;11013.911;5762
80;80;80;80;80;0;391.34949;264.3577;302.88171;311.198;330.7923;1;10689.2;1976.025;108.1739;301.91019;983.02728;1;514.72113;530.96838;247.8759;330.07651;288.93579;1;-98;-98;-98;-98;-98;-98;3;3;4;3;4;1;1317.4045;5763
